prov,citycode,ctnm,inaug_time,birthmonth,name,age_feb20,locked_down,daySinceFirstCase,lockdown_date,tenure,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,sub_prov_ct,cityname,gdp2018,gdpPercap2018,gdpGrowth2018,自治州-盟-地区,popHR18_all,Log_popHR18_all,primary_ind,second_ind,third_ind,prov_full,yiji_date,yiji_jan23,yiji_jan24,yiji_jan25,yiji_jan26,yiji_num
四川省,510300,自贡市,2020-1,1969-10,范波,50,0,,,0,0.0,1.0,1.0,2.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0,自贡市,8484280.0,56636.0,8.13,False,324.0,5.780743515792329,6.37,51.54,42.08,四川省,2020-01-24,0,1,0,0,1
山西省,141000,临汾市,2020-1,1963-1,董一兵,57,0,,,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,临汾市,2829721.0,28904.0,6.1,False,433.0,6.07073772800249,2.88,21.86,75.26,山西省,2020-01-25,0,0,1,0,2
河北省,130200,唐山市,2020-1,1963-4,张古江,56,1,0.0,2020-01-28,0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,8.0,11.0,11.0,11.0,12.0,17.0,19.0,23.0,27.0,28.0,31.0,33.0,35.0,43.0,46.0,51.0,51.0,51.0,55.0,56.0,57.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,0,唐山市,32053543.0,89233.0,6.7,False,755.0,6.626717749249025,4.27,62.1,33.63,河北省,2020-01-24,0,1,0,0,1
江苏省,321100,镇江市,2017-3,1964-2,惠建林,56,0,,,2,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,8.0,9.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,镇江市,18786919.0,152461.0,7.0,False,271.0,5.602118820879701,1.59,46.57,51.85,江苏省,2020-01-25,0,0,1,0,2
福建省,350800,龙岩市,2018-6,1961-12,许维泽,58,0,,,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0,龙岩市,10326594.0,94523.0,7.9,False,316.0,5.755742213586912,6.35,52.76,40.89,福建省,2020-01-24,0,1,0,0,1
湖南省,430400,衡阳市,2018-1,1968-12,郑建新,51,0,,,2,0.0,3.0,3.0,4.0,7.0,17.0,20.0,25.0,26.0,30.0,32.0,35.0,39.0,43.0,43.0,43.0,45.0,45.0,45.0,45.0,45.0,46.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0,衡阳市,9082292.0,75572.0,8.3,False,800.0,6.684611727667927,1.98,46.11,51.91,湖南省,2020-01-23,1,0,0,0,0
湖北省,420100,武汉市,2018-3,1963-11,马国强,56,1,1.0,2020-01-23,1,495.0,572.0,618.0,698.0,1590.0,1905.0,2261.0,2639.0,3215.0,4109.0,5142.0,6384.0,8351.0,10117.0,11618.0,13603.0,14982.0,16902.0,18454.0,19558.0,32994.0,35991.0,37914.0,39462.0,41152.0,42752.0,44412.0,45027.0,45346.0,45660.0,46201.0,46607.0,47071.0,47441.0,47824.0,48137.0,48557.0,1,武汉市,134103400.0,123831.0,8.0,False,854.0,6.74993119378857,3.04,43.71,53.25,湖北省,2020-01-24,0,1,0,0,1
新疆维吾尔自治区,654000,伊犁哈萨克自治州,2017-11,1964-1,赵天杰,56,0,,,2,0.0,0.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,12.0,14.0,14.0,16.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0,,,,,True,,,,,,新疆维吾尔自治区,2020-01-25,0,0,1,0,2
山西省,140300,阳泉市,2018-1,1962-11,关建勋,57,0,,,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,阳泉市,4440648.0,57321.0,7.74,False,132.0,4.882801922586371,0.45,42.49,57.06,山西省,2020-01-25,0,0,1,0,2
山西省,140900,忻州市,2015-8,1964-4,李俊明,55,0,,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,忻州市,1383021.0,24543.0,6.57,False,308.0,5.730099782973574,7.38,31.45,61.18,山西省,2020-01-25,0,0,1,0,2
江西省,360100,南昌市,2016-11,1963-8,殷美根,56,1,-12.0,2020-02-05,3,2.0,3.0,4.0,8.0,17.0,25.0,46.0,67.0,83.0,89.0,103.0,121.0,134.0,149.0,162.0,168.0,179.0,189.0,195.0,204.0,210.0,217.0,222.0,227.0,228.0,229.0,230.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,230.0,230.0,0,南昌市,36408753.0,100828.0,9.0,False,525.0,6.263398262591624,1.71,50.04,48.25,江西省,2020-01-24,0,1,0,0,1
山东省,370100,济南市,2018-5,1962-8,王忠林,57,1,-12.0,2020-02-05,1,2.0,3.0,5.0,7.0,10.0,11.0,14.0,16.0,18.0,19.0,22.0,25.0,29.0,34.0,41.0,42.0,43.0,44.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,1,济南市,63890455.0,110114.0,7.89,False,644.0,6.467698726104354,2.85,33.83,63.31,山东省,2020-01-24,0,1,0,0,1
山东省,371000,威海市,2018-11,1961-11,王鲁明,58,0,,,1,2.0,3.0,4.0,9.0,10.0,12.0,14.0,19.0,24.0,24.0,25.0,25.0,27.0,29.0,31.0,33.0,34.0,35.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,0,威海市,17730689.0,114746.0,8.2,False,256.0,5.545177444479562,5.7,47.52,46.77,山东省,2020-01-24,0,1,0,0,1
山东省,371300,临沂市,2017-8,1962-10,王玉君,57,1,-11.0,2020-02-04,2,2.0,3.0,7.0,7.0,8.0,16.0,16.0,23.0,23.0,24.0,25.0,28.0,30.0,32.0,35.0,40.0,40.0,42.0,44.0,45.0,45.0,47.0,47.0,47.0,47.0,48.0,48.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,0,临沂市,18035241.0,66256.0,8.23,False,1162.0,7.057897937411856,1.84,51.46,46.7,山东省,2020-01-24,0,1,0,0,1
广东省,445200,揭阳市,2019-5,1967-12,叶牛平,52,0,,,0,0.0,0.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,揭阳市,9403706.0,47684.0,4.77,False,703.0,6.555356891810665,4.74,59.77,35.49,广东省,2020-01-23,1,0,0,0,0
新疆维吾尔自治区,652700,博尔塔拉蒙古自治州,2015-12,1961-1,邱树华,59,0,,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,True,,,,,,新疆维吾尔自治区,2020-01-25,0,0,1,0,2
河北省,130600,保定市,2013-2,1959-11,聂瑞平,60,0,,,6,0.0,1.0,3.0,3.0,3.0,6.0,7.0,11.0,11.0,13.0,13.0,13.0,17.0,17.0,18.0,18.0,21.0,26.0,30.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0,保定市,13573495.0,44917.0,2.0,False,1199.0,7.089243155027514,5.56,49.05,45.38,河北省,2020-01-24,0,1,0,0,1
吉林省,220300,四平市,2018-3,1965-2,韩福春,54,0,,,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,8.0,9.0,10.0,10.0,12.0,12.0,12.0,12.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,四平市,1613303.0,27816.0,4.5,False,320.0,5.768320995793772,2.87,52.11,45.02,吉林省,2020-01-25,0,0,1,0,2
吉林省,222400,延边朝鲜族自治州,2017-6,1961-3,姜治莹,58,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,,,,,True,,,,,,吉林省,2020-01-25,0,0,1,0,2
安徽省,340100,合肥市,2016-11,1960-3,宋国权,59,1,-12.0,2020-02-05,3,6.0,10.0,13.0,13.0,16.0,29.0,39.0,50.0,59.0,59.0,75.0,81.0,93.0,104.0,115.0,128.0,136.0,147.0,150.0,157.0,161.0,166.0,168.0,169.0,171.0,173.0,173.0,173.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,0,合肥市,48124819.0,125778.0,8.99,False,743.0,6.610696044717759,0.31,47.33,52.35,安徽省,2020-01-24,0,1,0,0,1
黑龙江省,230900,七台河市,2018-12,1965-1,杨廷双,55,0,,,1,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,11.0,13.0,14.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0,七台河市,1757953.0,36370.0,6.3,False,79.0,4.3694478524670215,8.79,41.54,49.66,黑龙江省,2020-01-25,0,0,1,0,2
黑龙江省,231000,牡丹江市,2018-2,1966-9,马志勇,53,0,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,7.0,8.0,8.0,9.0,10.0,11.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0,牡丹江市,3589212.0,37154.0,6.8,False,255.0,5.541263545158426,4.37,35.17,60.46,黑龙江省,2020-01-25,0,0,1,0,2
云南省,530400,玉溪市,2018-8,1966-12,罗应光,53,0,,,1,0.0,1.0,1.0,1.0,5.0,5.0,6.0,6.0,7.0,11.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0,玉溪市,7255575.0,90774.0,6.23,False,219.0,5.389071729816501,4.32,63.54,32.14,云南省,2020-01-24,0,1,0,0,1
江西省,360900,宜春市,2017-6,1962-2,颜赣辉,57,1,-12.0,2020-02-06,2,0.0,1.0,5.0,6.0,10.0,14.0,14.0,26.0,29.0,31.0,36.0,45.0,48.0,54.0,62.0,67.0,74.0,77.0,83.0,88.0,95.0,101.0,102.0,104.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,0,宜春市,2850981.0,26574.0,9.5,False,602.0,6.400257445308821,11.09,37.67,51.24,江西省,2020-01-24,0,1,0,0,1
陕西省,610700,汉中市,2017-1,1963-7,王建军,56,0,,,3,0.0,0.0,1.0,3.0,4.0,6.0,6.0,11.0,13.0,15.0,15.0,16.0,19.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,汉中市,4798198.0,42361.0,9.96,False,382.0,5.945420608606575,8.99,50.42,40.58,陕西省,2020-01-25,0,0,1,0,2
内蒙古自治区,150900,乌兰察布市,2017-5,1965-5,杜学军,54,1,-13.0,2020-02-13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,乌兰察布市,1534132.0,37491.0,5.9,False,272.0,5.605802066295998,2.58,37.7,59.73,内蒙古自治区,2020-01-25,0,0,1,0,2
湖北省,420800,荆门市,2017-11,1962-9,张爱国,57,1,0.0,2020-01-24,2,8.0,21.0,38.0,90.0,114.0,142.0,191.0,227.0,251.0,329.0,345.0,400.0,422.0,508.0,553.0,588.0,663.0,641.0,656.0,696.0,927.0,901.0,902.0,909.0,915.0,900.0,901.0,794.0,800.0,914.0,918.0,920.0,920.0,922.0,923.0,924.0,924.0,0,荆门市,5659000.0,82014.0,7.7,False,294.0,5.683579767338681,5.39,52.64,41.97,湖北省,2020-01-24,0,1,0,0,1
